taxonID,taxonomicStatus,taxonRank,scientificName,scientificNameAuthorship,parentNameUsageID,kingdom,phylum,class,order,family,genus,determined
9ZXZR,synonym,variety,Echinopsis formosa var. laevi,Monv. ex Labour.,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
6GR77,accepted,species,Eriosyce villos,(Monv.) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7L9WX,synonym,variety,Arequipa rettigii var. borealis,F. Ritter,69K5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Oreocereus,True
725TX,synonym,species,Leucostele coq,(Molina) Schlumpb.,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
9YTYQ,synonym,variety,Copiapoa pseudocoquimbana var. vulgata,F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
6T3LT,accepted,species,Opuntia ficus-indica,(L.) Mill.,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
38GHR,synonym,species,Echinocactus polyraphis,Pfeiff. ex Salm-Dyck,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3B6VW,accepted,species,Eriosyce limariensis,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7LLS7,synonym,variety,Cylindropuntia tunicata var. aricensis,F. Ritter,3YBJ,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cylindropuntia,True
9XX2K,synonym,species,Echinocactus montevidensi,C. F. Först.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9ZV6J,synonym,species,Neochilenia hypogaea ,Backeb.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
7M9FK,synonym,variety,Neoporteria napina var. fulva,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
47VBY,synonym,species,Notocactus reichei,(K. Schum.) A. Berger,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6C256,accepted,species,Cumulopuntia chichensi,(Cárdenas) E. F. Anderson,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
6R5B2,synonym,species,Maihuenia valentini ,Speg.,5K95,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihuenia,True
9XSL2,synonym,species,Cactus opuntia ,Guss.,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
7LXG2,synonym,variety,Neoporteria nidus var. matancillana,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3CX3P,synonym,species,Euporteria atrispinos,(Backeb.) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
38G7X,synonym,species,Echinocactus ambiguus,Hildm. ex K. Schum.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
3B6V8,accepted,species,Eriosyce coimasensis,(F. Ritter) P. C. Guerrero & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7BQK9,synonym,species,Tephrocactus atroglobosus ,Backeb.,7TWC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Tephrocactus ,True
3B6WH,accepted,species,Eriosyce spectabili,"Katt., Helmut Walter & J. C. Acosta",62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5TDFX,synonym,unranked,Neotanahashia ,Y.Itô,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
5Q9ZW,synonym,variety,Neoporteria jussieui var. trapichensis,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9Z2ZC,synonym,variety,Trichocereus chiloensis var. nigr,(Phil.) Espinosa,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
3MQ8R,synonym,species,Horridocactus kunz,(C. F. Först.) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
BQCNZ,synonym,variety,Pyrrhocactus setosiflorus var. intermedius,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5NT95,synonym,variety,Eriosyce crispa var. atroviridis,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3B6V7,accepted,species,Eriosyce clav,(Söhrens ex K. Schum.) Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5NT9D,synonym,variety,Eriosyce curvispina var. lissocarp,(F. Ritter) A. E. Hoffm. & Helmut Walter,3B6VZ,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7MVK3,synonym,form,Lobivia ferox f. lecoriensi,(Cárdenas) J. Ullmann,5TC7J,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Lobivia,True
7LXFN,synonym,variety,Neoporteria nana var. aerocarpa,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
38GK7,synonym,species,Echinocactus sandillon ,Gay,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9ZXZQ,synonym,variety,Echinopsis formosa var. albispina,F. A. C. Weber ex Schelle,8S8P8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,True
9Z2QK,synonym,variety,Tephrocactus platyacanthus var. deflexispinus,(Salm-Dyck) Backeb.,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
55CBQ,synonym,species,Tephrocactus leoncito,(Werderm.) Backeb.,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
6BQ6L,synonym,species,Cumulopuntia ignescens,(Vaupel) F. Ritter,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
4QVN3,synonym,species,Pyrrhocactus huascensis,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YTK2,synonym,variety,Cereus chiloensis var. poselgeri,K. Schum.,6Q669,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
9ZV6K,synonym,species,Neochilenia reichei,(K. Schum.) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
46QXQ,synonym,species,Neoporteria castanea,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
B7KYT,synonym,variety,Neoporteria litoralis var. robustispina,Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
BQ3W5,synonym,variety,Eriosyce ceratistes var. mollesensis ,Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5GLHH,synonym,subspecies,Copiapoa hypogaea subsp. lau,(Diers) G. J. Charles,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
59LV5,synonym,species,Tunilla minus,(Backeb.) D. R. Hunt & Iliff,7N9RM,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Airampoa ,True
9WS2C,synonym,species,Neoporteria reichei,(K. Schum.) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6BQ4V,synonym,species,Cumulopuntia crassicylind,(Rauh & Backeb.) F. Ritter ex Eggli,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
5TD5P,synonym,unranked,Morawetzia ,Backeb.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
55CC3,synonym,species,Tephrocactus mirus,Rauh & Backeb.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
9YYMG,synonym,variety,Neoporteria curvispina var. transitensis,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7NBM6,synonym,unranked,Neochilenia ,Backeb.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
9KXD7,synonym,species,Trichocereus fascicula,(Meyen) Britton & Rose,4S79,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Haageocereus ,True
9YYWZ,synonym,variety,Opuntia ficus-indica var. elongata ,Schelle,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
3HQPM,synonym,species,Gymnocalycium froehlichia,(K. Schum.) Osten,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
46QZ8,synonym,species,Neoporteria multicolo,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6BQ6G,synonym,species,Cumulopuntia ticnamarensis,F. Ritter,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
3MQ8Q,synonym,species,Horridocactus kesselringianus ,Dölz,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5ZYQL,accepted,species,Copiapoa gigantea ,Backeb.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
55CBN,synonym,species,Tephrocactus kuehnrichianus,(Werderm. & Backeb.) Backeb.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
46CTX,synonym,species,Neochilenia jussieui,(Monv. ex Salm-Dyck) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
C2X72,accepted,species,Eriosyce mutabilis,(F. Ritter) P. C. Guerrero & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7L3FZ,synonym,subspecies,Sphaeropuntia sphaerica subsp. tumida,(F. Ritter) Guiggi,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
B2K45,synonym,form,Neoporteria napina f. glabrescens,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5ZYQZ,synonym,species,Copiapoa bridges,(Pfeiff.) Backeb.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
7K3ZF,synonym,subspecies,Eriosyce clavata subsp. nigrihorrid,(Backeb. ex A. W. Hill) Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
73WHB,synonym,species,Neochilenia pygm,(F. Ritter) Backeb.,3B6WN,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7LK6S,synonym,variety,Corryocactus brevistylus var. puquiensis,(Rauh & Backeb.) F. Ritter,62MHD,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Corryocactu,True
9YMMF,synonym,species,Tephrocactus leoninu,(F. Haage & E. Schmidt ex C. F. Först. & Rümpler) Backeb.,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
B2CVB,synonym,variety,Neoporteria villosa var. planiceps,(F. Ritter) A. E. Hoffm.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3B6VP,accepted,species,Eriosyce islayensi,(C. F. Först.) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYXP,synonym,variety,Opuntia glomerata var. oligacantha,(Speg.) G. D. Rowley,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
9XTF4,synonym,species,Cereus eriocarpus ,Phil.,6Q5TX,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
3MQ8X,synonym,species,Horridocactus tuberisulcatus,(Jacobi) Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YTJX,synonym,variety,Cereus chiloensis var. funkianus,K. Schum.,6Q669,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
9YX28,synonym,variety,Horridocactus engleri var. krausii ,Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
B88F5,synonym,subspecies,Copiapoa humilis subsp. tocopillana,(F. Ritter) Doweld,Y4F6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
9Z2PF,synonym,variety,Tephrocactus atacamensis var. chilensis,(Backeb.) Backeb.,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
46R24,synonym,species,Neoporteria simulans,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
6SRMF,synonym,species,Opuntia molfinoi,(Speg.) Werderm.,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
55CCB,accepted,species,Tephrocactus nigrispinus,(K. Schum.) Backeb.,7TWC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Tephrocactus ,True
8S8P8,accepted,species,Soehrensia formos,(Pfeiff.) Backeb.,5TGKL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Soehrensia ,False
4NZVX,synonym,species,Pseudolobivia lecoriensi,(Cárdenas) Backeb.,5TC7J,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Lobivia,True
5NT9K,synonym,variety,Eriosyce eriosyzoides var. totoralensis,(F. Ritter) A. E. Hoffm. & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYZH,synonym,variety,Opuntia miquelii var. jilesii,(Backeb.) G. D. Rowley,5TK2,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Miqueliopuntia,True
5L8VT,synonym,subspecies,Sphaeropuntia sphaerica subsp. leucophaea,(Phil.) Guiggi,3XCL,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cumulopuntia,True
4QVMW,synonym,species,Pyrrhocactus garaventa,(F. Ritter) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3B6WB,accepted,species,Eriosyce ripari,(Mächler & Helmut Walter) P. C. Guerrero & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYX4,synonym,variety,Opuntia ficus-indica var. saboten ,Makino,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
9XNDM,synonym,unranked,Cactodendron ,Bigelow,93LTC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
5NT9J,synonym,variety,Eriosyce eriosyzoides var. huascensis,(F. Ritter) A. E. Hoffm. & Helmut Walter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
77QQ2,synonym,species,Platyopuntia soeh,(Britton & Rose) F. Ritter,7N9RM,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Airampoa ,True
9ZV6X,synonym,species,Neoporteria thiebautian,(Backeb.) Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7MYK9,synonym,unranked,Gymnanthocereus ,Backeb.,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
9YYMX,synonym,variety,Neoporteria setosiflora var. interm,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YNM8,synonym,species,Trichocereus deserticola,(Werderm.) Looser,5TC39,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
46CTJ,synonym,species,Neochilenia eriosyzoides,(F. Ritter) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9XNGD,synonym,unranked,Chileocactus ,Fric,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
6SRPQ,ambiguous synonym,species,Opuntia undulata ,Griffiths,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
9Z44M,synonym,form,Neoporteria nidus f. densispi,(Y. Itô) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7LXFQ,synonym,variety,Neoporteria nidus var. gerocephala,(Y. Itô) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5N95L,accepted,variety,Copiapoa humilis var. variispin,(F. Ritter) G. J. Charles,Y4F6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
73WHD,synonym,species,Neochilenia nigricans,(Linke) Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
43LDZ,accepted,species,Miqueliopuntia miquel,(Monv.) F. Ritter,5TK2,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Miqueliopuntia,True
9YZ4N,synonym,form,Oreocereus hendriksenianus f. spinosissimus,(Rauh & Backeb.) Krainz,69K5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Oreocereus,True
753JQ,synonym,species,Opuntia atroglobos,(Backeb.) R. Crook & Mottram,7TWC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Tephrocactus ,True
7JS2F,synonym,subspecies,Eulychnia breviflora subsp. iquiquensis,(K. Schum.) D. R. Hunt,3CCLC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eulychnia ,True
9Y72P,synonym,species,Opuntia brachydelphys,(K. Schum.) K. Schum.,5K95,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihuenia,True
68TB8,ambiguous synonym,species,Cactus opuntia ,L.,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
3Q7BN,synonym,species,Islaya lau,(Lüthy) Faúndez & R. Kiesling,643ZY,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Rimacactus ,True
NB2V,synonym,species,Bridgesia polyraphis,(Pfeiff. ex Salm-Dyck) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7NBM7,synonym,unranked,Neochilenia ,Dölz,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
3CX3R,synonym,species,Euporteria cephalopho,(Backeb.) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5THCK,synonym,unranked,Thelocephala ,Y.Itô,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
7M9FM,synonym,variety,Neoporteria microsperma var. serenana,F. Ritter & Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
47CK5,synonym,species,Nichelia occulta,(Phil.) Bullock,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
YHQ4,synonym,species,Corryocactus krausii ,Backeb.,62MHD,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Corryocactu,True
4QVMS,synonym,species,Pyrrhocactus floccosus,F. Ritter,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYLY,synonym,variety,Neochilenia napina var. spinosior ,Backeb.,3B6W5,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3MQ8V,synonym,species,Horridocactus paucicostatus,F. Ritter,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7CQ3B,synonym,species,Trichocereus atacamen,(Phil.) W. T. Marshall & T. M. Bock,6Q5TX,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
5ZZ2N,synonym,species,Copiapoa applanata ,Backeb.,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
3LWYF,synonym,species,Hildmannia,(Poselg. ex K. Schum.) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
4QVNV,synonym,species,Pyrrhocactus pygmaeus,F. Ritter,3B6WN,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
753NV,synonym,species,Opuntia paraguayensis,K. Schum.,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
7JMNJ,synonym,subspecies,Copiapoa cinerea subsp. haseltonian,(Backeb.) N. P. Taylor,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
5R39V,synonym,variety,Pyrrhocactus neohankeanus var. elongatus,F. Ritter,3B6W9,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5ZZ38,synonym,species,Copiapoa desertorum,F. Ritter,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
46R2L,synonym,species,Neoporteria villosa,(Monv.) A. Berger,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9XWXY,synonym,species,Echinocactus araneif,Lem. ex Labour.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
5N95F,accepted,variety,Copiapoa humilis var. longispina,(F. Ritter) A. E. Hoffm.,Y4F6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
5ZYQK,accepted,species,Copiapoa leonensis,I. Schaub & Keim,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
TZSF,synonym,species,Chileorebutia duripulpa,F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
4QVMR,synonym,species,Pyrrhocactus eriosyzoides,(F. Ritter) F. Ritter,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
7M9FD,synonym,variety,Neoporteria subgibbosa var. chionacantha,Y. Itô,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YYWT,synonym,variety,Opuntia exuviata var. angustior ,DC.,3YBJ,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Cylindropuntia,True
55CB2,synonym,species,Tephrocactus darw,(Hensl.) Backeb. ex Fric,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
5GLHJ,synonym,subspecies,Copiapoa hypogaea subsp. tenuissima,F. Ritter ex D. R. Hunt,Y4F6,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
9YYXK,synonym,variety,Opuntia glaucophylla var. laevior ,Salm-Dyck,69B3,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Opuntia ,True
7M2SM,synonym,variety,Eriosyce subgibbosa var. litoralis,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9ZJ9M,synonym,variety,Eriosyce heinrichiana var. intermed,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3CCL4,synonym,species,Eulychnia aricensis,F. Ritter,3CCLC,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eulychnia ,True
9XWYX,synonym,species,Echinocactus fascicularis,(Meyen) Steud.,4S79,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Haageocereus ,True
GFTZ,ambiguous synonym,species,Arequipa clavat,(Söhrens) Backeb.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
9YZ2B,synonym,variety,Opuntia platyacantha var. neoplatyacanth,(Backeb.) G. D. Rowley,5K96,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Maihueniopsis ,True
9YNM3,synonym,species,Trichocereus cephalopasacanus ,Fric,6Q5TX,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Leucostele ,True
5T7PC,synonym,unranked,Chileorebutia ,F.Ritter,93LST,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,,True
5H6M5,synonym,subspecies,Eriosyce heinrichiana subsp. simulans,(F. Ritter) Katt.,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
3LWYM,synonym,species,Hildmannia nigricans,(A. Dietr. ex K. Schum.) Kreuz. & Buining,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
Y4F3,synonym,species,Copiapoa griseoviol,I. Schaub & Keim,3TP8,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Copiapoa,True
B2K43,synonym,form,Neoporteria curvispina f. mollensis,(F. Ritter) Donald & G. D. Rowley,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
SXG7,synonym,species,Cereus pacha,(Britton & Rose) Werderm.,9YNMF,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Trichocereus,True
6S854,synonym,species,Neoporteria occulta,(Phil.) Britton & Rose,62RP4,Plantae,Tracheophyta,Magnoliopsida,Caryophylla,Cactaceae ,Eriosyce ,True
